type=0
parse=1
Decoder=3
timeout=30
playerType=2
ua=http/1.1 okhttp/3.8.1 okhttp/3.15 okhttp/4.12.0 Herissmon/2016 judy/5.2.1 RobYang/5.2.1 Lavf/58.12.100 catvod.com Goiptv/8.8.8 Goiptv/0.0.1 xieanqishiwoerzi/0.0.1 okHttp/Mod-1.0.0 Mozilla/5.0 Mozilla/5.2 Mozilla/5.2 AppleWebKit/537.36 Chrome/108.0.0.0 Safari/537.36 okhttp/5.3.2 okhttp



🚧 0508 Check,#genre#
TVBS 歡樂台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TV1Fjbkc2VXM0VkNxYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTZmNTJlMjk5JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
八大娛樂 GTV Entertainment,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKeXpDc2VWY1NlcGNTeXZVaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ZmU2N2NjYWYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
八大第一 GTV First,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKeXpDc1J2WkpsNmlmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MWQ1MDU1ODYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
八大綜合 GTV Metro,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKeXpDc292Q2Y0eld5ZWpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MmZhNmM0MmMmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
八大戲劇 GTV Drama,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKeXpDczlwUnNNUTNmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9OGQ0OTQyNTUmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
三立都會台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5ueVZSMmd6Q2ZhdjVxZ1pOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD02NTY2N2ZhNSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
三立綜合 Sanli Metro,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5ueVZSMmd4Unl1VlI2R3ozZk9WQ3NJVkNlbDZpSU1kTjBofGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTU0ZjE5OTNiJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
三立臺灣 Sanli Taiwan,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5ueVZSMmc2Q3NnNldzNGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9Njk5YTVhNGUmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
三立戲劇台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5ueVZSMmd4Q2VLNnFmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ZTI4ZWEyYTcmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
大愛1台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldTeVFVZWI2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD02MGUxYmNjNCZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
大愛2台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldTeVFVOTdaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9NTVmM2U0YjkmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
中天亞洲台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQnZVc2x2VXNiNjU2NGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MjkxODk4ZTAmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
中天娛樂 CTI Entertaiment,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQnZVcTQ2aWZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1jZjMwZjQ3ZiZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
中天新聞 CTI News,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQnZVSWU2TmR1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTM0ZjI1ZmEzJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
中天綜合 CTI Metro,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQnZaZ0dWV0ljdkMwdXBDMnl4VTJncE5fNFZQbmFBbXxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD0wNmVjMDg1MCZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
中視 HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5nR1ZXSWNwV3lndkNTYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTFiYTdjOWQxJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
中視新聞台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5nR1ZXSWNwV3lnVlJxTnBhZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPThhODVmMDc3JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
公視 CTV,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQjZMVGhaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ZDIzNzc0NzgmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
公視2,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQjZMSmI2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD03ODNiMDI4NyZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
台視 TTV HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TQjZlZkJRVWVOUVVodXBDMnl4VTJncE5fNFZQbmFBbXxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD0xZWU1NmNiOSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
台視新聞台 TTV News,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TQjZSSWU2Tm5iNjU2NGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MTdhN2JlODUmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
台視綜合台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TQjZjZ0dWV0ljdkMwdXBDMnl4VTJncE5fNFZQbmFBbXxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD0wMWY1MGZhNiZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
民視 HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald6QjZSeTlaTlN5dlo2eVZyZk9WQ3NJVkNlbDZpSU1kTjBofGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTZiZjY0MzY5JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
民視新聞台 FTV News,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald6QjZSSWU2YWZCUVVlTlFVaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MTdmMDQ4NzYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
民視臺灣台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald6QjZjU3l2WjZ5VmVmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MzQ0ODUxYjAmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
好消息 2,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xalc2dVZXXzdaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ODNkOTk3YjYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
年代新聞,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldJZ1FVSTlRVWU0elo2bFpOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1lNDliNmFhYiZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
亞洲美食,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldzUlFhZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTNjNjYzNDVmJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
亞洲旅遊 TLC Asia,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TOFFhZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPWYyNTQ4NDhkJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
東森幼幼 Yoyo TV,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5ldXhVZmI2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD00NmU0Y2MyNyZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
東森洋片 ETTV Western,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxQjY1ek56Wm5CelpKNGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9NjQwYWZiN2QmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
東森財經新聞 ETTV Business,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxQjY1ekxRVWVLdlVJY1pOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD01M2ZiNDlhNSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
東森新聞 ETTV News,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxQjY1ejR6WjZsak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1iMDI0NzgzOCZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
東森電影 ETTV Movie,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxQjY1ek1WTnpnejNmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MjE3NjM0MDgmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
東森綜合 ETTV Metro,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxQjY1em92Q2Y0eld5ZWpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9M2NjYWMwNjYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
東森戲劇 ETTV Drama,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxQjY1ejlwUnNNUTNmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MzM2NmZmOTkmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
阿裡郎 Arirang,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldzN3ZaSnlWUjZiNjU2NGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9NDFhMjNmNTEmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
非凡新聞台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald6ZXZVenlWUkllNk5uYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTQwMDIxZGY0JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
美亞電影,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldhZXZaZXlWVWZXdlVxYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTExNjY3ZWQ2JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
探索頻道,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldTZ3BXbnU2UnE3eFVuR1pOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD03Yjc2MWNjNSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
博斯高球2 HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKdXBXZWNWVzJSZGVmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9OWMxYmQyMDYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
博斯無限,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKdXBXZWFWUjJnVlVlQnpVU2I2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD03YzBlMWI0MSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
博斯運動 1,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKdXBXZWxwQ2Y3NkVzYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTViZTVhYWFkJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
博斯運動 2,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKdXBXZWxwQ2Y3NkVKYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPThlZWU0ZTkyJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
博斯網球 HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldKdXBXZUJ6VUk0dlpuYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTJlNTVmMDEyJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
華視 CTS HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduQnBXeTlaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MTUwZGVjZGYmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
愛爾達戲劇台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxODZDczlwUnNNUXFmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ODhmMDEwNTMmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
靖天卡通台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldnZ1ZSNkJ2VXM0UVdzNzZDZnVWZWZCNldodXBDMnl4VTJncE5fNFZQbmFBbXxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD02YmU2OTA2NSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
靖天國際台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldnZ1ZSNkJ2VXM0dlVJQlZzZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTA1OGU2YzFjJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
緯來日本台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak56Z3pDcXVWQ3M0ekNneXBDczRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTk2OTg4NmQzJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
緯來育樂,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak56Z3pDcXVWQ3M0ekNheXhpZk9WQ3NJVkNlbDZpSU1kTjBofGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTc4YzgxYzU3JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
緯來電影台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak56Z3pDcXVWQ3M0ekNhdTZSZWVqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTkyYmVjNDEwJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
緯來精彩,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak56Z3pDcXVWQ3M0ejVTV2pOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9YWNmYzQ4MTEmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
緯來綜合台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak56Z3pDcXVWQ3M0ejVndVZSNkd6M2ZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1jZmMyYWJhNCZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
緯來體育台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak56Z3pDcXVWQ3M0ejVuT1ZOSkJqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPWM4YWIxNDQ4JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
衛視中文台 Star Movies Chinese,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak42ZXZabkd2VW5HdlVJZXBXcWI2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD05ODljNGY3NCZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
寰宇新聞台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald5YVFVSUk2WnlnVmM2ZVZlZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTE3ZjMwNzg0JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
龍華洋片 Lunghua Western,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalcyYVZSNkc2VXNOelpuQnpaSjRaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MzAwYWViYWQmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
龍華偶像,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalcyYVZSNkc2VXNnekNmOFpOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD0xNTM5NDNjMyZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
龍華經典台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalcyYVZSNkc2VXNLdlVJY3pDZXlWZWZCNldodXBDMnl4VTJncE5fNFZQbmFBbXxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1jYzJjZmVkNiZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
龍華戲劇 Lunghua Drama,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalcyYVZSNkc2VXNodlVnYVpOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1kYmVmMDc2NSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
龍詳時代,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalcyYVZSNmh2VXM0ek5TZ1ZVcWI2NTY0ak50OFFaZTh2Wm5CalJCbDZQRnxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD01NzQ2YjUxNSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764










🦄 YouTube影視,#genre#


Love Nature,https://www.youtube.com/watch?v=QhahoVG0BfI


International Space Station,https://www.youtube.com/watch?v=0FBiyFpV__g
NASA Earth From Space,https://www.youtube.com/watch?v=vytmBNhc9ig
Earth by Sen’s,https://www.youtube.com/watch?v=fO9e9jnhYK8


海螺小姐,https://www.youtube.com/watch?v=Lh6xiMlkRrg
新哆啦A夢,https://www.youtube.com/watch?v=gnDok9gtopw
蠟筆小新,https://www.youtube.com/watch?v=ENnjj7jQ23g
中華一番,https://www.youtube.com/watch?v=mRCXonM5ru8
我們這一家,https://www.youtube.com/watch?v=e1gbvCkwxFE


轉生為第七王子,https://www.youtube.com/watch?v=Xfzxwd2KsBM
異世界悠閒農家,https://www.youtube.com/watch?v=OjUwZvPMAKA
暗殺教室,https://www.youtube.com/watch?v=mSPqk2R70Vk
鑽石王牌,https://www.youtube.com/watch?v=wO0nqg5qcak
獵人HUNTER,https://www.youtube.com/watch?v=UVouDle2jHc


堀與宮村,https://www.youtube.com/watch?v=P3KJbsmK3Nw
OVERLORD,https://www.youtube.com/watch?v=XDM7J5yzFPM


TOM and JERRY 1,https://www.youtube.com/watch?v=6a23sxk5_vM
TOM and JERRY 2,https://www.youtube.com/watch?v=_XeGYNTiuSM
TOM and JERRY 3,https://www.youtube.com/watch?v=rEKifG2XUZg

豆豆先生,https://www.youtube.com/watch?v=aYco1VpAoWc

豬哥會社,https://www.youtube.com/watch?v=v8MUGB4vst8

萬秀豬王,https://www.youtube.com/watch?v=ADDSmXoPDY8

超級冰冰Show,https://www.youtube.com/watch?v=ON6bMdKXBC4


神機妙算劉伯溫,https://www.youtube.com/watch?v=gmZbGTY5ssg
龍兄虎弟,https://www.youtube.com/watch?v=AhWzXw6dIiQ
風流才子唐伯虎,https://www.youtube.com/watch?v=0RheAOjDYkY
